,index,tweet_id,tweet_text
0,1300,851817169830764544,Ovation pour Christiane Taubira et Olivier Faure à Pau hier soir ! Un meeting qui nous a fait chaud au coeur #TaubiraPau https://t.co/TSsCk30xmf
1,1301,851892251135311872,"Christiane Taubira : ""Le quinquennat de François Hollande n'est pas à jeter"" https://t.co/hJWZ7vhkHE https://t.co/N9ZKANSDST"
2,1302,849305375530680320,Le chaos pénitentiaire que l’on constate aujourd’hui est l’œuvre de François #Hollande et Christiane #Taubira. https://t.co/7EySQad6LZ
3,1303,948651445196267520,"Foot : la femme de Mamadou Sakho, Majda, est enceinte de leur troisième enfant ! https://t.co/L2OPI85KqU"
4,1304,948605240361799680,
5,1305,948362491402293253,
6,1306,948645463556874240,
7,1307,948625206846935041,
8,1308,948325761290850305,
9,1309,948242308981551105,
10,1310,948311992464543745,
11,1311,948275169675575296,
12,1312,953200530595119104,"L’@ANEMF reçue ce jour à l’@Elysee par Marie Fontanel et Guillaume Couillard. Échanges encourageants au sujet du #ServiceSanitaire, des #ECNi, de la #PACES et du #sexisme.

Les #étudiants en #médecine sont force de propositions pour le système de #santé de demain ! https://t.co/qTD6T0U1M7"
13,1313,953223591704883200,
14,1314,953217725802991617,
15,1315,953209711255580674,Zéro déchet et féminisme https://t.co/YvWWKMnaYB #sexisme #societe #ecologie #objectifzerowaste
16,1316,953197422016155648,Progression de l’ #Engagement des marques dans le #sexisme https://t.co/dwE7hPwCPp
17,1317,958034256436973568,
18,1318,958048474376933377,
19,1319,958042258124746753,
20,1320,958044716192468994,
21,1321,958041942503383040,
22,1322,942267257329242113,
23,1323,954280300414226433,Excellent travail et surtout idée originale de ce photographe ! #Publicite #sexisme vs @corynenicq cc @lejoursanspub https://t.co/dRcExfnV42
24,1324,954262187496869889,"Après #BonsBaisersdeBruges hier, Postplay vous parle à nouveau d'un #film de #MartinMcDonagh, #3Billboards : les Panneaux de la Vengeance, un conte des temps modernes sur fond de #racisme, #sexisme et #homophobie. 

https://t.co/rMZwagCeqe"
25,1325,954262589579685888,
26,1326,402151804764307456,
27,1327,398507571180744704,
28,1328,402650002855825408,
29,1329,290886502555197442,
30,1330,506573689157320704,
31,1331,453596787597930496,
32,1332,394803501374504960,
33,1333,954378438898528256,
34,1334,954381168429948928,
35,1335,954379226257543173,"A l'origine de #balancetonporc, Sandra Muller poursuivie pour diffamation par l'homme qu'elle accusait sur Twitter https://t.co/ZeRMxqJAct"
36,1336,954382279970885632,"#balancetonporc, #metoo... Assigner son accusatrice en diffamation, une «procédure bâillon»? https://t.co/QK4aAnuwAj via @20minutes"
37,1337,954378720059559936,
38,1338,954384919287029762,
39,1339,954381944963387392,
40,1340,942106626026287104,
41,1341,942126189870833664,
42,1342,942107220187254785,
43,1343,987619681719726080,
44,1344,987794584070770688,
45,1345,989943027442610176,
46,1346,991824315170672640,
47,1347,990705106755743744,
48,1348,991068866099994624,
49,1349,991720211379380225,
50,1350,991565488957337600,
51,1351,956954261971259392,Ma copine je la vois déjà comme ma future femme
52,1352,956830759691616257,
53,1353,956966253603840001,
54,1354,948027901345181696,
55,1355,947653359837876224,
56,1356,947955571843633152,
57,1357,947864608856997888,
58,1358,947792087382155266,#MeToo.                                                                                                                                   Les deux mots qui ont déclenché un mouvement : https://t.co/ui7IaeRyn7 #MoiAussi
59,1359,947873036157554689,"Bravo les filles! Des célébrités d'Hollywood lancent un projet anti-harcèlement sexuel #gogirls #moiaussi 
 https://t.co/3soYF941il"
60,1360,894822113122582528,
61,1361,894438185845104640,
62,1362,956568439384133632,"Récapitulatif du 1er mois de 2018. Champigny-sur-Marne, l’affaire Pacman, l’affaire Jeremstar, le jeune poignarder à Châtelet, le Réal Madrid qui coule, Combat de UFC pour du Nutella et une femme qui se fait baizer dans le RER D. Mdr le pire c’est que ce mois ne veut pas se finir"
63,1363,956588226147385344,
64,1364,956583522331955208,"La journée la plus chelou de l’histoire
-Une femme qui se fait soulevé dans le RER D
-Des êtres humains qui se font la guerre pour de Nutella
-le responsable de ""papiers toilette"" qui gère Agathe Auproux
-12 chameaux botoxés disqualifié d’un concours de beauté en Arabie saoudite"
65,1365,956576624538943490,
66,1366,956509905543983104,
67,1367,956568957078638592,"Donne-moi ton cœur, baby
Ton corps baby, hey
Donne-moi ton bon vieux funk
Ton rock, baby
Ta soul baby, hey
Chante avec moi, je veux une femme like you
Pour m'emmener au bout du monde, une femme like you"
68,1368,950391856906596352,
69,1369,950315626928787456,
70,1370,955748977982439424,
71,1371,957576558197305345,"#28janvier 1873
Naissance de #Colette, romancière française (décédée le #3août 1954).
► https://t.co/5jRW6iUNIv ◄
#Littérature #SidonieGabrielleColette #Féminisme #Chréri #AcadémieGoncourt https://t.co/vZ36yhHpLE"
72,1372,957674170866954240,
73,1373,955751513254744064,💖  Interview de la “rock-star” du féminisme : Chimamanda Ngozi Adichie https://t.co/5kTztH009I via @lesinrocks
74,1374,955790185761071104,
75,1375,957176352469221376,
76,1376,316322418966790145,
77,1377,315908976627838977,
78,1378,315957384151461888,
79,1379,317262792237391872,
80,1380,316890942428819456,
81,1381,955516666405904384,
82,1382,956184014171328512,
83,1383,956526700598358016,
84,1384,955638231965433856,
85,1385,956486474895065088,
86,1386,955520807115075586,
87,1387,955823266853281793,"À l'approche des 16èmes de finale de la #CoupedeFranceFeminine, découvrez ce grand format sur le club du @vaff59650 ⬇️
#VivezleStadium
https://t.co/jN9jGCGo6l"
88,1388,957414668406022144,bonne chance au joueuses du #FCMetzFéminin (@SelenAltunkulak @Elody_Martins ....) qui joue ce dimanche en 1/16ème de finale de @coupedefrance contre @PUCFOOT féminin . https://t.co/AQqq0gaQhi @GrenatD1f  @FiersdeMessins
89,1389,955525495713538048,
90,1390,953604830366453761,
91,1391,953607030010531843,
92,1392,953600128509726722,
93,1393,953614634317176832,
94,1394,953603733325275136,
95,1395,953598751687487488,La tribune de #CatherineDeneuve enfin traduite sur l'Olympe! Réactions dans la #bd #50NuancesDeGrecs chez @EditionsDargaud et bientôt sur @ARTEfr #leplusvieuxmétierdumonde #importuner #metoo #participeràundébatavecunesemainederetard @lemondefr  @CANAL_France @DeneuvExclusive https://t.co/6nO89WxkKQ
96,1396,953618281423831040,
97,1397,953602592113913857,
98,1398,953605072331603968,
99,1399,956464048895397888,
