,index,tweet_id,tweet_text
0,900,941754316880318464,
1,901,941756871291166720,
2,902,941762337022861313,
3,903,955130888987308032,
4,904,960282271768109057,
5,905,960226305475096576,
6,906,960304622295568384,
7,907,960268680083931136,
8,908,960312037552173056,
9,909,960259230598139904,
10,910,960276309950820352,
11,911,938711088442560513,
12,912,938716815785713664,
13,913,960483491988365314,
14,914,960499124809420800,
15,915,960433578088845312,
16,916,960319405661081600,
17,917,960445097946107904,
18,918,955475656527278081,
19,919,953701140151054336,
20,920,953374981018324992,
21,921,954093694306652160,
22,922,953579094561738753,"@BouledogueDuNet @Karlito_W @beltraninsoumis y a pas que des insoumis qui sont contre, c'est vrai que la lois s'applique au puissant, christine lagarde, sarkozy, chirac, balkany ect ect sont trql pendant que des manifestant écologique sont assigné a résidence"
23,923,955527138429493248,
24,924,955838111447121921,
25,925,955328379238207488,Christine Lagarde invite à ne pas prendre de haut les monnaies virtuelles. Lu dans l'excellent dossier de @LesEchos sur le #bitcoin https://t.co/3qbXNiBPtm
26,926,948249762993704961,Oui au rétablissement des peines planchers souhaitées par les policiers. Elles avaient été mises en place par @NicolasSarkozy et @datirachida puis supprimées par François #Hollande et Christiane #Taubira .
27,927,922013741927010305,
28,928,948098275986489344,#Champigny Loin des rotomontades et des gesticulations verbales le vrai signal serait de rétablir les peines planchers supprimées par Christiane Taubira
29,929,931082478583939073,
30,930,963536077008011264,
31,931,928246742021263360,"À l’occasion d’une interview par L’Alter Ego, José-Manuel Gonçalvès accueille Christiane Taubira au #104paris @lalteregofr https://t.co/4WKkEFfOlj"
32,932,924385049486807042,Nicolas Hulot est à Emmanuel Macron ce que Christiane Taubira fut à François Hollande. #retenezmoioujefaisunmalheur https://t.co/6YAIKkDJLj
33,933,940700883632951296,"Pratiques graves mais pas si exceptionnelles. Il y a deux ans, j'avais publié cette enquête https://t.co/piLdfuQ5DZ sur les liens du garde des Sceaux Christiane Taubira avec ses amis d'Anticor dans l'affaire des #SondagesDelElysée https://t.co/ceS5NwqkFu"
34,934,478942520052056066,
35,935,475035361220235265,
36,936,482196231444504576,
37,937,483714228977930242,
38,938,475358889215795200,
39,939,471737723842486272,
40,940,484424838250242048,
41,941,476451055786819584,
42,942,418038401947168768,"J'ai trouver une tenue à 3h du réveillon , quel genre de fille organisée je suis #ironie"
43,943,425720390196146176,
44,944,423721534650580992,
45,945,425312213944250368,
46,946,420789404219621376,
47,947,423863058138533889,
48,948,426035341334568960,
49,949,417039447008759808,
50,950,423156706781040640,
51,951,965959838747496449,
52,952,965959210902212609,
53,953,965964560799862784,"« Si M. Wauquiez a souhaité s’en prendre aux représentants de ces organisations, il serait peut-être utile de lui rappeler que la CPME et le MEDEF c’est près de 300000 entreprises et plus de 10 millions de salariés. » #QAG #WauquiezGate https://t.co/pBnubVZhSe"
54,954,965964926853566464,"Un journalisme niveau d’un CAP ajusteur-monteur ?

« Comment permettre aux familles d’avoir confiance dans la voie professionnelle quand des responsables politiques s’y refusent et la méprisent ? » @auroreberge répond aux propos du porte-parole LR, Gilles Platret. #Wauquiez #QAG https://t.co/L1GoUe1s7X"
55,955,965853113939890177,Bravo aux détenteurs du CAP “d’ajusteur-monteur” pour ce coup médiatique 😉. L’apprentissage filière d’excellence! Moi c’est un CAP cuisine qui m’a  mené à l’Élysée... https://t.co/l6tiBb2b1K
56,956,936216366381707264,
57,957,936284284591136769,
58,958,936194730437857280,
59,959,936224145666428928,
60,960,936164749670219776,
61,961,936238488667779072,
62,962,936222960242909184,
63,963,5238575412,
64,964,69704851386413056,
65,965,237121153670451200,
66,966,142312003124465664,finalement la France aura réussi à avoir une femme présidente : Angela Merkel #sarkoshow cc @justinbiebiere @carolinedehaas
67,967,15257674694266880,
68,968,189366801740730374,"Sarkozy a dépensé 13 x plus en voyage que la femme la plus puissante du monde Angela Merkel ! Et 2,8 x plus que qu'Obama ! #lacriseduvoyage"
69,969,149587332301979648,
70,970,988381828976402432,
71,971,988511792921038849,
72,972,988435736386002944,
73,973,988693254311948288,
74,974,944432147485679617,
75,975,944566965384957952,
76,976,965511009136988160,
77,977,965491660460298241,"Gérald Darmanin reprend ""les yeux dans les yeux"" de Cahuzac pour dire qu'il ""n'a abusé d'aucune femme"". #BourdinDirect https://t.co/CXGW6XFyct"
78,978,965493470935834624,
79,979,965519136012099584,
80,980,965528124023885825,
81,981,965524114638327810,
82,982,965526089106972674,
83,983,965495945294221312,"Un instant j’ai cru que #Cahuzac était l’invité de Bourdin ce matin !

Gérald Darmanin assure les « Yeux dans les Yeux » n’avoir « jamais abusé d’aucune femme » #BourdinDirect https://t.co/wNPbihHofB"
84,984,965491277910376448,"Darmanin : ""Je n'ai jamais abusé d'aucune femme et je n'ai jamais abusé de mon pouvoir"" https://t.co/L1wtzJsgnE"
85,985,955735897449881600,
86,986,961679625314275328,Je suis une femme et je vous soutiens  @N_Hulot
87,987,961677032718524417,
88,988,961678552663035904,
89,989,961670650627837952,
90,990,961676644057600002,
91,991,939073686770016258,
92,992,939082673208872960,
93,993,939087411015028743,
94,994,936646602047049730,
95,995,936639223012253696,
96,996,936641964128251904,
97,997,936636525735014400,
98,998,936644136895238144,
99,999,936640675038334976,
