,index,tweet_id,tweet_text
0,4600,959294371416784898,"J’ai perdu cette nuit l’un de mes meilleurs amis, l’un des derniers défenseurs des valeurs chrétiennes et traditionnelles, un copain d’exception. Mes condoléances à sa femme, ses enfants, sa famille. J’avais un camarade...✝️🇫🇷 https://t.co/SA9HpPONfc"
1,4601,959075174535565313,5 astuces pour ne pas tuer sa femme par accident https://t.co/Ql3DIwOX2B
2,4602,959114280611217408,
3,4603,954705349914738690,Les femmes marcheront dans la foulée du mouvement #MoiAussi https://t.co/b90La3BJ9K
4,4604,954725913136070656,
5,4605,954640510173499392,
6,4606,954660808834928640,
7,4607,954704402748727296,
8,4608,954690993164640256,
9,4609,954659998361153541,
10,4610,953218346018844672,
11,4611,953196273544368128,
12,4612,953217198125993984,
13,4613,953143292631318528,Comment améliorer le traitement des plaintes d'agression sexuelle? Cette femme a la réponse #MoiAussi #etmaintenant #justice  https://t.co/0IKKzNhg40
14,4614,953131188872507393,
15,4615,953171510671310848,
16,4616,953189270075953152,
17,4617,975694049993805829,
18,4618,975807095349108737,"#Poutine, 4e mandat, Angela #Merkel, 4e mandat, je ne parle même pas de Paul #Biya. En âme et conscience, je ne voulais pas du tout toucher au sujet, mais c'est ma fibre patriotique qui m'y pousse à l'insu de mon plein gré. Que Dieu bénisse 2020, gnè 😎"
19,4619,975685399300493312,"Angela Merkel, réélue, Vladimir Poutine réélu, des civils meurent en Syrie, des migrants meurent en Méditerranée, bref, semaine bouleversante. https://t.co/tv3KPNwdNe via"
20,4620,975638664121389056,
21,4621,975672556408762369,
22,4622,975746837641560067,
23,4623,975722071069216768,
24,4624,975698222722240512,
25,4625,975693052156268545,"Affaire ASBL GIAL : le directeur était mieux payé qu’Angela Merkel ou Charles Michel : 
GIAL est une asbl créée... https://t.co/lpWIxQDhcg"
26,4626,955276658029875201,
27,4627,955262176285069312,
28,4628,955231470079102976,
29,4629,955393507652456450,
30,4630,955316200979992576,
31,4631,955276832441499648,
32,4632,955266098433282048,
33,4633,510030368901455872,
34,4634,502800215314038785,"@sefiane_imane Mais tu me tues! Tu tailles et tu te fais lynchée par toute la team d'Amélie! Arrête, elle est au top cette femme #IRONIE"
35,4635,499889757422227456,
36,4636,509601519948546048,
37,4637,954262833352597509,
38,4638,954262414819815424,
39,4639,954261599874936833,
40,4640,954262394741710848,
41,4641,954262320221446145,
42,4642,954264283151585281,
43,4643,954261828539965440,
44,4644,954670760756301826,
45,4645,954670210132467713,
46,4646,954669358374182912,"Attaquée en diffamation, la créatrice de #balancetonporc lance une collecte pour sa défense https://t.co/e7CUNVsswt"
47,4647,954669563416862720,
48,4648,954671223534911490,
49,4649,954671959127797760,
50,4650,954674155944787968,
51,4651,954744538903515136,
52,4652,954737349669412864,
