,index,tweet_id,tweet_text
0,8700,447415703122223104,"""Toi et moi si on fait l'amour, ça serait le top !"" #pickupline #perle #PayeTaShnek #Mistral #aix"
1,8701,445572488240844800,
2,8702,446391372149719040,
3,8703,447056685417660416,
4,8704,939482479928528896,
5,8705,939462686861127680,"#BalanceTonPorc cela n’arrive pas qu’à la TV, Je bosse à Radio France et j’ai aussi subi du harcèlement sexuel."
6,8706,939484416048541697,
7,8707,919497457163173888,
8,8708,919644748239003648,
9,8709,919645670767759361,"mon prof de sport au collège, en 4e, qui rentrait dans les vestiaires des filles, sans toquer, pendant qu'on se déshabillait #balancetonporc"
10,8710,919644502641569792,
11,8711,919651746854719488,
12,8712,919651987960029187,"On a toutes 1 à 15 #balancetonporc à raconter à déjà moins de 30 piges, quelle tristesse."
13,8713,919651972202094593,"Celui qui profite de sa notoriété,son pouvoir pour avilir, salir,détruire..Et ceux qui savent ? se taisent ?cautionnent? #balancetonporc"
14,8714,919644730648080386,
15,8715,919652114841907206,"18 ans, je suis pigiste à la @charentelibre les we, svt seule avec un journaliste d’astreinte. Harcèlement puis agression. #balancetonporc"
16,8716,919650937874145280,
17,8717,938878954425012225,
18,8718,938858761678180352,"@LeDevoir Je peux donc, moi aussi, menacer mes collègues de détruire leur vie et de tout faire en mon pouvoir pour que plus jamais personne ne les embauche!!! Cool... ou pas! #BalanceTonPorc"
19,8719,938877641528168448,"Makao #SS11 qui parle de fleurs de thé qui veulent se faire lécher = #Balancetonporc, faut plus donner la parole à des malades pareils ! https://t.co/ocMMk1YuUi"
20,8720,938862156245815296,"@Jamiro_1 @AusAmbFR Non mais ça va, connard ??? #balancetonporc"
21,8721,62769832575238144,
22,8722,938821213769617409,
23,8723,938826451008278528,#balancetonporc #aide #Feminism aidez moi s'il vous plait les filles @SokaDeRetour m'insulte c'est encore un de ces enculé de https://t.co/Ev7oDXzRZM faut le signaler c'est un gros macho les filles j'en peux plus !!
24,8724,938822221077860353,"#balancetonporc Alors oui ce soir j'ai la haine ! Je sais bien que mon tweet ne fera en rien avancer le monde mais je voudrais avoir le droit de sortir en jean, en robe ou en short sans me faire accoster puis insulter. Je suis une femme libre et je défendrais mon genre."
25,8725,938821723792781312,"#balancetonporc Suite... Stop ! Je veux pas de ces regards, je veux pas de vos compliments et je ne veux pas de vos insultes ! Je veux encore moin de vos ""je peux te toucher les seins ? "" Je te touche la bite moi ? Nan. Tu aimerais ? Nan. Je te respecte ? Oui. 2"
26,8726,943876549488664577,
27,8727,943889977884270592,"#moiaussi En entrevue, j'entends que ce n'est pas un problème d'être gay et que ça ne devrait pas empêcher de dénoncer les agresseurs. Justement, j'ai été agressé et je NE suis PAS gay. 😔"
28,8728,936537177550442496,
29,8729,951061921612132353,"Nous poursuivons notre voie #prendrelavoix que ça plaise ou non. Le #backlash  est un mouvement dominé par des valeurs anti féministes qui essaie de faire reculer l’avancement des femmes dans notre société. #moiaussi  #BalanceTonPorc #lebacklashçasuffit
@CalacsOttawa"
30,8730,951057760896126976,"@mapaquet @sitesisyphe @JoStAmour @NicoleMoreau2 @CNicoQc @AnneBilodeau @crigervais @mc_girard @JiscaQc @ghislainedagena Réservé aux abonnés. En tant que deuxième vague, je sifflerais aussi la fin de la récréation. Tout n'est pas un viol. Et il faudrait légalement faire lla différence entre viol, agression sexuelle et harcèlement. Ce que faire la cour n'est pas.#moiaussi"
31,8731,950955295135723520,"De fait, une centaine de femmes, Catherine Deneuve en tête sonne la charge contre le retour d’un certain puritanisme victorien. Elles disent, haut et fort, que ce début du XXI siècle ne sera pas celui d’un âge de répression. #BalanceTonPorc #MoiAussi https://t.co/RiXB5rmjQG"
32,8732,951060912189988866,
33,8733,940942967342292992,"La France devrait prendre exemple sur le #Québec où il n’y a pas prescription 
#MeToo #MoiAussi #balancetonporc https://t.co/hoIzbRco74"
34,8734,940954516798787584,
35,8735,940970472791068674,
36,8736,940744460228493314,"Drôlement à propos dans le cadre du mouvement #moiaussi.  En plus d'être des victimes fortes, on doit être des modèles. Mais on va se tenir debout quand même !  Comptez sur nous! https://t.co/rEaizUTThe"
37,8737,942440243864788992,
38,8738,942430881582632960,"#BalanceTonPorc est la simple expression citoyenne de la notion théorique du sociologue Pierre Bourdieu : ""La Domination Masculine"". C'est un cri de révolte en fait !! Bravo à ses femmes !! 😍✊La domination masculine (1/7) https://t.co/116QLJlXVi via @YouTube"
39,8739,942424448640081920,
40,8740,942438998613557248,
41,8741,942440431178145797,
42,8742,942422781639184384,
43,8743,942442678196809730,
44,8744,942437633170575360,"@PAPAMX3 @bayrou Je ne pense pas qu'on puisse dire que les #hommes, majoritairement, se comporte mal avec les #femmes ! Du moins je l'espère... Mais qu'en pensent donc ces #dames ? :-)
#BalanceTonPorc"
45,8745,955423292420222977,
46,8746,955443451948126208,"Aie, 2 féministes au cheveux bleues m'ont bloqués, je vais faire quoi maintenant, mon petit cœur souffre"
47,8747,936719380272111616,
48,8748,936719364086272001,
49,8749,936724731369271299,
50,8750,936717260558864384,
51,8751,936718965157629952,Raphaëlle roux m’as toucher le cul #balancetonporc
52,8752,393196921474809856,
53,8753,393003441053634561,
54,8754,393752993293934592,
55,8755,393396386169106432,"putain, Cash quoi ! ...“@PayeTaShnek: «Toi tu me fais saliver, j'te lèche jusqu'au terminus.» Lille - dans le métro #payetashnek”"
56,8756,392925581861740544,"entendu dans le tram "" j'aimerais que tu attrapes ma bite comme tu attrapes la barre"" c'est un peu du #payetashnek"
57,8757,941704872809914368,Voir sa tête me ferait vomir 🤢🐷 #BalanceTonPorc https://t.co/sURaAT8TfB
58,8758,941699941717512192,
59,8759,941694765309087744,
60,8760,941699622338220034,
61,8761,988397032367894529,
62,8762,954425717063905280,
63,8763,954428585565138944,Un débat ? Quel débat ? Soit c’est oui soit c’est non ET si c’est oui faut encore savoir donner et pas faire que recevoir sinon moi je le reprends mon #consentement #metoo #mytho #BalanceTonPorc https://t.co/DwiVGzjODN
64,8764,954428071288897536,Et voilà : une « accusatrice » sera mise en doute encore plus facilement qu’une « victime présumée ». Second effet kisscool de #balancetonporc #LT #AFP
65,8765,954427895132418048,Twitter me dégoûte : quand la France est du côté des pedophiles #boycottTpmp #JeremstarGate #babargate #BalanceTonPorc
66,8766,875293722828787712,"2017. @renault_fr qui lance une #publicite bien #sexiste. Pensée pour #memoire sur le #gendermarketing. 
https://t.co/iKqtv9uQhi https://t.co/5Dc0MGIx6d"
67,8767,875261838535122945,
68,8768,875769981249703937,
69,8769,875288857410928640,"@franzcomte Ma cravate vous dérange, perso je Be me cache pas derrière une image! #sexiste"
70,8770,875266134332801028,
71,8771,875475715348733955,
72,8772,875299438314504193,WTF ?! #Renault lance un vernis à ongles avec une superbe pub #sexiste ! &gt;  https://t.co/SIEY3ns5Kn https://t.co/xyobkTH7aH
73,8773,954452010115452928,
74,8774,954459137848610817,"#balancetonporc  Renaud  Dély : « On a voulu faire un pas de côté, mais l'hystérie ambiante sur Twitter n'est pas vraiment compatible avec le second degré de notre une. »
 De l’humour les hystériques c’est Çà? MERDE! on parle de sujets graves le Viol /Harcèlement  c est pas FUN"
75,8775,954457278958227463,
76,8776,954260596911898624,
77,8777,954258881655508992,
78,8778,954259387136212992,"Retrouvons la méthode internat. de l'#alliance francaise avec la femme et son mari, systématiquement un abruti, faible, immature, se faisant toujours engueuler. Je vous invite a preter attention aux pubs.#BalanceTonPorc #Balancetatruie #Macron #DISCRIMINATION #LeMonde #lefigaro https://t.co/oB2JeEdIKo"
79,8779,954258194691338240,
80,8780,954259010517118976,
81,8781,949293044003672064,"Des PDGs de grandes entreprises gagnent le salaire annuel moyen d’un employé en une journée. Le reste du temps, ils se tournent les pouces ou....tripottent la secrétaire. Je dis ça Juste Pour Rire....  #agressions #moiaussi #metoo #sexe https://t.co/1Cyspw6cMT"
82,8782,941799512779247622,
83,8783,941798597431095302,"@mediapart Bein voyons... Il s'en sort bien! ""Selon que vous serez puissant ou misérable, les jugements de cour vous rendront blanc ou noir. ..""
#oligarchie #balancetonporc #Tron"
84,8784,941808900428435456,
85,8785,989212969585299456,
86,8786,989465842973925378,honnêtement je pense que sur mon front y’a marquer «  prenez moi pour une conne »
87,8787,988934752953610241,"Si MOI je ne veux que du sex AVC toi je te le dis au risque de paraître pr une ""salope"". Je n'aime pas être prise pr une conne alors je le fais pas avec les autres"
88,8788,989200051191930880,
89,8789,877067791748263936,
90,8790,877134705551970304,
91,8791,877586263716614147,
92,8792,877203136154304515,
93,8793,877094191775526912,"""Je ne pense pas qu'elle aura le temps de faire sa lessive"" : le discours de #défaite #sexiste d'un ex-#député https://t.co/QxopYgMpah"
94,8794,877399487353937922,
95,8795,877295089378263042,
96,8796,877070554414632960,@le_Parisien Je vous comprends la défaite est amère surtout face à une femme! L'ego en prends un coup et pour info la Femme peut tout faire! #sexiste 😡
97,8797,877460908506742784,toujours aussi classe : surfer sur la défense du code du travail pour balancer un n-ième dessin #sexiste... https://t.co/l5FTVWaOda
98,8798,877156292883820544,
99,8799,968438093048147968,
