,index,tweet_id,tweet_text
0,4500,434070443566198785,
1,4501,955533485124485120,
2,4502,955534665007366144,
3,4503,955536798263881729,
4,4504,955536649601126400,
5,4505,955537841479667712,"""Harvey Weinstein : la justice arrivera-t-elle à bon porc ?"",
titre @libe ce lundi 22 janvier.
Celui dont le scandale a initié le mouvement #BalanceTonPorc n'est pour l'instant pas inquiété par la justice.
Par @isabellehanne
https://t.co/aidaVLjOsa"
6,4506,943520072957677569,
7,4507,943977177682456578,
8,4508,944114272799424512,
9,4509,943714468164456449,
10,4510,943748296539025408,
11,4511,937083995363389440,
12,4512,937098008692514817,
13,4513,937086998678003713,
14,4514,937100658821525504,
15,4515,937092785576005632,"@gernelle @annesophiejahn bravo pour votre enquête, mais tout de même, les infos étaient déjà dans @voiciil y a quatre ans... en février 2013 dans un dossier coordonné par mes soins. La presse poubelle, n'est ce pas... et il n'y avait pas encore #balancetonporc  #cantat https://t.co/DAYLXuFUxJ"
16,4516,937099685290037254,
17,4517,937086452688740358,
18,4518,955480430345637889,
19,4519,955475177177079809,
20,4520,955478851223683078,
21,4521,955477380646174722,
22,4522,955472866866335746,
23,4523,545646630742265856,
24,4524,534417493495119872,
25,4525,547363189059772416,
26,4526,550442691365179392,
27,4527,971314196427177984,"1er panel : WEINSTEIN, #METOO, #BALANCETONPORC : ET MAINTENANT ? Une approche pragmatique du problème et une ébauche de solutions avec @Enthoven_R @LettreAudio @MartineStorti Anne Morelli @Bea_Ercolini @grikos  au @ParlementF #PFBW #Colloque https://t.co/LnSN8GSAUg"
28,4528,970723522589970433,
29,4529,971063010256211968,
30,4530,970727219650859008,Les opérateurs téléphoniques et le groupe @canalplus peuvent-ils faire un #balancetonporc sur le @GroupeTF1 pour avoir tenté de les violer financièrement?
31,4531,970725514687254533,
32,4532,971283144853815297,"#MeToo, #BalanceTonPorc, après l'indignation, ensemble nous passons à l'action. RDV ce soir.... 📆 #MaintenantOnAgit ✊ #8mars #RubanBlanc https://t.co/Q3uQYJeoXk"
33,4533,971337933092421632,
34,4534,970727374458376193,
35,4535,952723385158701057,
36,4536,952721498594308096,
37,4537,952724010839826434,
38,4538,952720911920066561,
39,4539,952723190882689024,
40,4540,952723044421816321,
41,4541,952720653257465858,
42,4542,952720385275039745,
43,4543,956144407484555264,
44,4544,956179362470129664,
45,4545,955905478906626048,"L'héroïne féministe du poster ""We Can Do It !"" décède à l'âge de 96 ans 💪 https://t.co/HmIV8XuGpL #AFP https://t.co/FNtACgyolJ"
46,4546,956107166678691840,
47,4547,956140508396564481,
48,4548,956191387581648896,
49,4549,956202179509047296,
50,4550,956117831887843328,"Un collectif afro-féministe organise une projection du film “Black Panther” réservée aux Noirs, donc interdite aux Blancs #racisme &gt;&gt; https://t.co/2qfUAOn3by https://t.co/vGGY93jgdH"
51,4551,956000817206743042,
52,4552,937232267784663040,
53,4553,937231869254529025,
54,4554,937205800447172608,@enmarchefr @MarleneSchiappa Je n'arrête pas de vous relancer sur l'affaire #Haziza @adevillaines et toujours aucun soutien de votre part à cette journaliste du service public @LCP  #balancetonporc #balancetahyene
55,4555,936964993735675906,
56,4556,936984725457129474,
57,4557,936981721165320193,
58,4558,936985559033098240,"Mon année médias 2017 sur @puremedias 🎙📺📻
Avec:
@DamidotValerie @SoMabrouk @EliseLucet @Cyrilhanouna @DanielMorinOff @audreygloaguen #BalanceTonPorc @EugenieBastie @caronaymericoff @RobertMenardFR  @Europe1 @franceinter @Qofficiel @TMCtv @France5tv https://t.co/BqMhJL5bR5"
59,4559,976117925257076736,
60,4560,976148607563902977,
