,index,tweet_id,tweet_text
0,3200,937051941036855296,"#soutienpourSusie à 13 ans, intolérable acquittement #balancetonporc Le parquet ne peut pas en rester là. #AppelParquetdelaVienne https://t.co/xip1ah5PsN"
1,3201,937056553336803328,
2,3202,937071152958189568,
3,3203,937073778135388160,
4,3204,949656683093069824,"#MeToo #Violences #ViolencesFaitesAuFemmes #Sexisme
#Rennes. Elles refusent les #insultes : deux jeunes femmes tabassées 
https://t.co/yJhZJxsWLs"
5,3205,949752682092384257,
6,3206,949737915919339520,"LIBEREZ MA PAROLE https://t.co/xJABv3kLVT 
merci de me lire #JamaisSansElles #feminisme #sexisme @ChiennesdeGarde @FEMEN_Movement @sportaufeminin1 @lessportivesmag @CausetteLeMag @JamaisSansElles @Maman_Travaille @MarleneSchiappa @Assembleefemmes @ActuElles @ThisisKiyemis https://t.co/9xchbB0Yog"
7,3207,949708603820257280,"@lulu_brun Bientôt, un consentement (oral mais écrit de préférence) pour faire l'amour, même pour les couples mariés ?

#féministes #féminisme #sexiste #sexisme #InventeDesConneries (ah merde, ça va exister en Suède)

https://t.co/xKEKl3pmPI"
8,3208,956961466074255362,"""Feministe.stes à commencé a vous suivre"" j'vous jure le stes c'est un autre monde"
9,3209,956968060946087937,
10,3210,957040397846491142,
11,3211,957152213746544645,"Egypte : «En tant que féministe, je suis isolée, la plupart pensent que je suis folle» https://t.co/ac6TCH07Rv #Afrique https://t.co/nMZ6ilG9pk"
12,3212,957015291451420673,"Le reboot de Charmed sera ""féroce, amusant et féministe""
 https://t.co/zy9q7hIAz5 https://t.co/VwcJAZw1E1"
13,3213,957003183204823040,"ITW de Chimamanda Ngozi Adichie, icône féministe, et ambassadrice de la Nuit des idées 2018 https://t.co/PrUYa2kioM via @LExpress"
14,3214,957004180215992325,Et pssst @cbouclesdor on est pas une vrai #féministe quand on consomme des laitages &amp; des ovules et qu’on exploite les femelles des autres espèces! 🤓 #GoVegan https://t.co/cz9w2LH8rd
15,3215,957172458020319232,Féministe convaincue @laurossignol va sans doute évoquer les problèmes  de harcèlement sexuel https://t.co/ZrPCyuB5nI
16,3216,957157077964771329,Festival d’Angoulême. La BD arabe souffle un vent féministe sur la manifestation https://t.co/UURQMdUaPL https://t.co/dz49mjp2nZ
17,3217,956998075544989696,"Quand une ""féministe"" épargne un judéosioniste : la sénatrice Rossignol accorde une interview à l'agresseur sexuel présumé Haziza https://t.co/y2QzZeXBuc cc @frhaz @laurossignol @MichelZer @SDJ_LCP @MEMalouines @TeamIsaAttard @FdeRugy @MarleneSchiappa @manuelvalls @adevillaines https://t.co/nSLXE9F7Gw"
18,3218,970810634953744384,
19,3219,970942811540541440,"Selon @Enthoven_R , critiquer #balancetonporc permettrait d’éviter que cet épisode salvateur de libération de la parole des #femmes ne soit que conjoncturel ! #dialogue #PermisDeSengueuler https://t.co/MWlzQMh6mP"
20,3220,970820112709283840,
21,3221,970855335345958912,
22,3222,970938826872025088,
23,3223,970937569503514624,"Depuis #BalanceTonPorc, « un peu de dissonnance dans ce concert médiatique vous vaut qu’on vous prête des opinions qui ne sont pas les vôtres » @Enthoven_R https://t.co/D9Xy5PhJda"
24,3224,970803697356890112,Apparemment la @GaranceMarillie n’a aucun humour... la pauvre! Merci à #blanchegardin pour son sens de la dérision et sa finesse! #BalanceTonPorc #Cesar2018 INTELLIGENCE!
25,3225,976527449835081734,
26,3226,976531173328543744,Retour sur la rencontre entre Angela Merkel et @EmmanuelMacron vendredi dernier. #linfoduvrai https://t.co/QTdGogIWOn
