,index,tweet_id,tweet_text
0,2400,951085351036248065,"À toute action, il y a réaction, dirait peut-être Newton. Après le #moiaussi (et son pendant anglophone #metoo dans les médias sociaux), la réaction de fait entendre. https://t.co/2QXkS44kdb"
1,2401,958275059470209025,
2,2402,958394007155068928,
3,2403,958252845605769216,"Qui a tué Francois #Fillon?
celui qui a détourné près d'un million € d'argent public
ou celui qui a employé fictivement sa femme pdt 15ans
ou encore celui qui a fait payer ses enfants 3000€/mois en contrat de stage

En mm temps, c'était facile: la réponse était ds la question https://t.co/TD2Kgp03mz"
4,2404,958393755312193543,
5,2405,958299792165232642,"... 'Son Mari avait des traces de griffures (et de morsures) sur les mains et avait dit aux gendarmes que c'était lié à une altercation avec sa femme la veille de sa disparition'...

L'enquêteur c'était inspecteur Gadget ? https://t.co/OsTMLsE44J"
6,2406,958270009444315136,
7,2407,958391051626143744,
8,2408,983622985507639296,"L'appel de @nadine__morano au président @EmmanuelMacron suite à son discours hier à la conférence des évêques de France 

@MateuilB https://t.co/hBIDKvkAbF"
9,2409,981860926797352960,Ralliement d'André Rossinot à Macron : la réaction de Nadine Morano - https://t.co/RB85esLoHv
10,2410,983798361437495297,
11,2411,983761692747280384,"Nadine Morano félicite Viktor Orbán, «réaliste et courageux face à la vague migratoire» https://t.co/G1qdA7nHUz via @leParisien_pol"
12,2412,982279931257376768,
13,2413,983734503213600768,"le fait que Nadine #Morano , christine #Boutin et Feïza Ben Mohamed ont applaudi le discours de #Macron des deux mains hier soir...prouve l’impact desastreux de ce discours! #laïcité #MacronBernardins https://t.co/scfnsI0k2P"
14,2414,983702628076056576,
15,2415,983758152033284101,"@nadine__morano @ViktorOrban @PPE Nadine, fallait pas voter Macron. 
Vous n'êtes plus crédible."
16,2416,869138805051322373,La #violence #sexiste au #travail peut prendre des formes multiples: https://t.co/BL4V55tzQ7 Participez à notre campagne contre la #VBG! https://t.co/nzXye3cnzu
17,2417,956636671394578432,
18,2418,941830335142100992,Quand #balancetonporc fait dérailler le procès Tron https://t.co/oZgFT4oDbI
