,index,tweet_id,tweet_text
0,7000,968179231388786694,Rendez-vous à 19h25 dans @cavousf5 #CAVous https://t.co/PaBtyVdbK5
1,7001,967884433259888641,"""Les réseaux sociaux se comportent comme la NRA. Elle dit ""ce ne sont pas les armes qui tuent"", ils disent ""Ce ne sont pas nos contenus"". Ça suffit. La déferlante de haine - antisémite, raciste, homophobe, sexiste - doit cesser."" @LCI https://t.co/PnRE7L0hDZ"
2,7002,967847757829607425,"Au rythme où ils sont partis, les gars du Média vont pas tarder à utiliser les ordonnances Macron"
3,7003,967403174675079168,Ça rappelle Moscou qui ne voulait pas montrer d’images de la guerre en Tchéchénie ou la propagande de l’ORTF à l’époque de la guerre d’Algérie #jeudePoutine #consternant https://t.co/MmnIsjH6Cp
4,7004,967880906328498176,"« Je souhaite qu’il y ait une liste LaREM à Paris et je pense que c’est ce qui va se passer. S’il y a des rapprochements, ce sera sur la base de notre projet » #legrandsoirweekend @LCI"
5,7005,968064565123731457,Comme promis le gouvernement ne remet pas en cause la desserte locale &amp; les petites lignes #SNCF Chez @LaREM_AN nous n'oublions pas que nous sommes élus par et pour nos #territoires La réforme #ferroviaire se fera avec les Régions - nous tenons nos promesses https://t.co/8uGiAfyLpm
6,7006,967877657290575872,J'apporte tout mon soutien à @auroreberge devant les commentaires abjects et blessants subis durant une émission TV. https://t.co/FZutmmhh3w
7,7007,937288616568590337,
8,7008,937286267401920512,"#Hamon fait une drôle de ménagerie : il noie le poisson sur le #balancetonporc
#LeGrandJury #LCI @LCI @RTLFrance https://t.co/Iqi0Foky36"
9,7009,937295011603009538,Attention le #balancetonporc gang va débarquer https://t.co/de42Lz89W5
10,7010,937780422230102016,
11,7011,937777769731194880,
12,7012,937780284032016384,"Traduction de l'article du New Yorker: ""Comment le scandale Tariq Ramadan a fait dérailler le mouvement #Balancetonporc en France"" https://t.co/sdwH0h4bH7 via @Djazairi"
13,7013,937783531689992192,
14,7014,937783751215632385,"Viol, harcèlement, sexisme : « La chasse à l’homme » est ouverte, vraiment ?! #balancetonporc #metoo 
 Quand la parole des victimes se libère, c'est toute la société qui se met à trembler...
https://t.co/PSrjYaiZTo
@Causeur @ELevyCauseur"
15,7015,937789912497180678,
16,7016,955729431426945025,
17,7017,955724307019304965,CHU : les femmes disent non  au sexisme et réclament la parité - https://t.co/I929RE8xUZ https://t.co/lxtX9GVoBB via @ladepechedumidi
18,7018,955726483779194881,Sexisme et terrain : une enquête qui prend cinq minutes max à remplir. Et c'est important. https://t.co/MfyWF2xgDR
19,7019,955729559688753152,"«Le sexisme dans le digital n’est pas nouveau. Ce qui est nouveau c’est qu’aujourd’hui nous osons en parler, confie @delphine"". Merci @hanounlisa pour cet article du @Madamefigaro #JFD18 #ForABetterWorld https://t.co/PhXBNgT8db"
20,7020,955725984300453888,Le sexisme a l’origine de pres d’un quart des Bad Buzz #ConfBadBuzz https://t.co/qDt8UVZA5O
21,7021,955729215453913088,"Les enseignements de la #Confbadbuzz : 
- Le règne du faux et des Fake news
- Les crises démarrent en ligne
- Affaires et politique ne font pas bon ménage
- Manque de sensibilité sociétale des entreprises
- Le sexisme, source extrême de crise
- 17% des crises partent en interne"
22,7022,955723394300956672,23% de #badbuzz de 2017 ont éclaté pour les motifs de defense contre le sexisme! https://t.co/iD3xFQrAQq
23,7023,955724571029790720,
24,7024,959107487067668480,
25,7025,959060275738697729,"#BalanceTonHosto c'est comme #BalanceTonPorc, la honte change de camp. Les soignants ne sont plus coupables mais victimes des institutions . Auj, nous brisons l'omerta !"
26,7026,957907196125302785,
27,7027,956132982787485696,"""#BalanceTonPorc, mais surtout balance ton pied dans les couilles au moment où il faut le faire !""

L'interview intégrale de Mathieu Kassovitz et Souleymane M'Baye :
➡ https://t.co/ggG2YQuEuN
#Quotidien https://t.co/kqtjyTzhOi"
28,7028,956520947573510144,
